,price,depreciation,registration_date,mileage,road_tax,deregistration_value,coe,engine_cap,curb_weight,manufactured_year,trasmission,omv,arf,power,number_of_owner,type,car_features,car_accessories,descriptions,warranty,category,status
233,"$62,500","$16,000",29-Mar-2016,"109,893 km (15.7k /yr)",$684 /yr,"$32,652","$46,667","1,499 cc","1,425 kg",2015,Auto,"$29,768","$28,676",100.0 kW (134 bhp),2,Luxury Sedan,"Features 1.5L turbocharged engine, 134bhp, 8 speed ZF (A) transmission, eco/comfort/sport mode, LED headlights, cruise/traction control, airbags, keyless. View specs of the BMW 3 Series Sedan (2012-2019)","Accessories Electric memory seats, original rims, factory headunit w Bluetooth & navigation, front & back camera, reverse camera/sensor, handsfree boot release.","Description News Air-Con Systems, New Radiator Water Pipe And Rubble Pipe Change. Almost all wear and tear fully done up! Excellent condition and well maintained. 100% accident free unit! Pre purchase check to your workshop/STA/Vicom are welcome! High approval for bank / in-house loan available! Trade-in are welcome too! Quickly make your appointment with us today! Call our friendly sales team now!",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
234,"$90,800","$18,860",27-Mar-2017,"54,238 km (9k /yr)",$740 /yr,"$40,766","$48,401","1,595 cc","1,430 kg",2016,Auto,"$31,101","$30,542",90.0 kW (120 bhp),2,Stationwagon,Features Smooth And Responsive 1.6L. 4 Cylinder Inline Turbocharged. 7G-DCT (A). Front Wheel Drive. View specs of the Mercedes-Benz CLA-Class Shooting Brake,Accessories Sports Rims. Factory Fitted Audio System. Multi Function Steering Wheel. Reverse Sensor/camera. LED Daytime Running Lights.,"Description Showroom Condition Guaranteed. Extremely Low Mileage 8,900km Per Year Only. Well Known For It's Reliability, Excellent Driving Dynamics, Exceptional Fuel Efficiency, Excellent Length, Comfortable Interior Space And Come With Enormous Boot Space. Instant Ownership Transfer Upon Collection. Call Or WhatsApp For Viewing Appointment.","This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","PARF Car, Premium Ad Car, Low Mileage Car, Sgcarmart Warranty Cars",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
235,"$96,800","$12,000",27-Nov-2020,"33,165 km (14.3k /yr)",$392 /yr,"$35,869","$37,690",996 cc,970 kg,2020,Auto,"$19,234","$9,234",72.0 kW (96 bhp),1,SUV,Features Reliable 3 cylinders intercooled turbocharged engine producing almost 100 horses. Smooth CVT transmission. Keyless entry/start/stop. View specs of the View specs of the Toyota Raize (2020),"Accessories Factory fitted infotainment system including Bluetooth connection, premium black leather seats, reverse camera and sensors, collision warning system.","Description The New Toyota Raize 1.0, Fuel Efficient and Economical Compact SUV. Looking For Your First Car Or A Practical Car, This Is The Right Choice. Well maintained, no repairs required, spacious interior, flexible loan plans, call/text/WhatsApp for further enquiries.","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
236,"$136,800","$22,210",14-May-2018,"97,571 km (20.1k /yr)","$1,176 /yr","$53,762","$38,501","1,969 cc","1,841 kg",2017,Auto,"$38,070","$45,298",187.0 kW (250 bhp),1,SUV,"Features 2.0L 4 cylinder inline 16 valve turbocharged engine, 8 speed auto transmission, producing 250bhp, paddle shifter, cruise control, keyless entry/start. View specs of the Volvo XC60 (2017-2021)","Accessories Factory fitted audio system, Bluetooth/navigation, electric memory seat, auto tailgate/headlamp, sport rims, all round sensors, reverse camera.","Description 1 Owner Unit! FREE 1 Year Warranty By MAS Regulated Insurer! The Volvo XC60 sits right at the heart of the big selling mid size crossover crowd. It's handsome and luxurious, wraps you in a safety blanket. Safety is your top priority for your family? This is what you are looking for! Ensure every ride is a pleasant and safe for everyone! Contact our friendly advisors now!",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
237,"$60,800","$16,010",30-Sep-2015,"75,800 km (10.1k /yr)","$1,194 /yr","$39,219","$58,109","1,984 cc","1,689 kg",2015,Auto,"$34,986","$40,981",155.0 kW (207 bhp),2,SUV,"Features 1.4L turbo-charged engine, 207bhp, 6 speed DSG automatic, auto park, traction/cruise control, auto headlights/rain sensors, keyless entry/start/stop. View specs of the Volkswagen Tiguan (2011-2017)","Accessories Panoramic roof, sports rims, leather seats, factory fitted audio system with reverse camera, all round sensors, fog lights.",Description Low mileage Volkswagen Tiguan R-line now in Vincar preowned. Contact our relationship manager to find out more or view this car by appointment!,"CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
238,"$145,800","$25,260",28-Sep-2017,"43,428 km (7.9k /yr)","$1,210 /yr","$67,140","$50,101","1,998 cc","1,540 kg",2017,Auto,"$50,933","$63,680",185.0 kW (248 bhp),2,Luxury Sedan,"Features 2.0L BMW inline 4 cylinder twin power turbo, 248bhp at 350nm, 8 speed Steptronic transmission, adaptive LED lights. Apple CarPlay.","Accessories BMW touch command, ambient light, gesture control, GPS, Bluetooth, surround cameras, soft close, connected drive, gearshift paddles, wireless charge.","Description The BMW 5 Series Luxury Line Sedan guides sportiness and self-assuredness Of Comfort to the next common level. Precise contours provide a fascinating contrast to the streamlined, reduced surfaces, creating a modern, puristic look. In particular, the BMW kidney grille gives the front a dynamic and innovative character. Contact Us Now For More Enquiry!","CategoryPARF Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
239,"$99,800","$12,640",27-Aug-2020,"46,469 km (18k /yr)",$682 /yr,"$35,424","$35,710","1,496 cc","1,130 kg",2019,Auto,"$21,334","$11,868",95.0 kW (127 bhp),1,Stationwagon,"Features 1.5L 4 cylinders inline 16 valve DOHC i-VTEC engine producing 127bhp, FWD, CVT transmission, ABS, airbags, eco mode, Honda Sensing, LKA, CC. View specs of the Honda Shuttle (2015)","Accessories Leather seats, sports rims, Touchscreen Audio System, reverse camera, retractable side mirror.",Description 1 Owner! Free 1 Year Warranty By MAS Regulated Insurer! The Honda Shuttle is equipped with a CVT that achieves both smooth acceleration and low fuel consumption. The CVT contributes to fuel efficiency by maintaining a smooth engine-free range from low speed to high speed without a shift shock. Its exterior sports a smooth roof line and a lower body that expresses a solid stance. Contact us now!,CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
240,"$50,370","$27,880",03-Sep-2014,"44,939 km (5.2k /yr)",$740 /yr,"$20,216","$62,890","1,595 cc","1,430 kg",2014,Auto,"$27,318","$20,246",90.0 kW (120 bhp),1,Luxury Sedan,"Features 4 cylinders inline turbocharged engine, 7G-DCT (A) with paddle shifters, cruise/steering control, bi-xenon headlamps, traction control. View specs of the Mercedes-Benz CLA-Class (2013-2019)","Accessories Sports rims, electric/memory seats, media/bluetooth interface, parktronic, sensors",Description C&C agent unit. 1 owner low mileage clocked at 44939 km. Beautifully maintained. Ideal for short term drive while monitoring market renewing COE. Kindly call or WhatsApp for viewing and test drive soon. Flexible loan with lowest interest rate.,"CategoryPARF Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
241,"$60,800","$13,360",13-Apr-2017,"80,000 km (13.4k /yr)",$684 /yr,"$29,885","$50,789","1,497 cc","1,096 kg",2016,Auto,"$18,293","$13,293",88.0 kW (118 bhp),2,Mid-Sized Sedan,"Features Responsive 1.5L SOHC 16V I-VTEC engine, mated with Earth Dreams CVT auto with eco mode, ABS, SRS, LED DRL, traction/cruise control, hill start assist. View specs of the Honda City (2014-2020)","Accessories Keyless, reverse camera, leather seats, sports rim, audio system, multi-function steering wheel.",Description Immaculate condition taken care by owners. Peace of mind purchase with limited time only free upgrade to unlimited mileage warranty. Lowest interest rates and flexible financing available with fast approval. WhatsApp/call now to arrange viewing! Hurry! Not to miss out this awesome unit.,CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
242,"$114,800","$13,000",11-Nov-2021,"19,000 km (13.9k /yr)",$742 /yr,"$44,338","$47,001","1,598 cc","1,280 kg",2021,Auto,"$18,675","$5,000",90.2 kW (120 bhp),1,Mid-Sized Sedan,"Features Work Late? Call Us For An After Work Appointment, We'll Be Glad To Serve. Walk In Is Encouraged Too! Well Reputable Company To Buy Your Preowned. View specs of the Hyundai Avante (2020)","Accessories Leather Electric Seats, Sports Rims, Reverse Camera With Sensors, Touch Screen Audio System With Apple CarPlay/Android Auto, LED Daylights.","Description Single owner low mileage! Showroom condition and test drive available! No repairs needed, no gimmicks, one of the best daily commute and cheapest in the market. 24/7 breakdown recovery service. We welcome STA or pre-purchase inspection. Reputable company with good track records, check out our reviews too! We provide loan, insurance trade in and scrap services.Call us for viewing appointment today","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
243,"$99,800","$16,570",17-Jul-2009,"96,000 km (7k /yr)","$4,771 /yr","$19,883","$33,018","3,653 cc","2,231 kg",2008,Auto,"$29,208","$29,208",180.0 kW (241 bhp),5,SUV,"Features 3.7l 5 cylinders inline engine producing 241bhp and 328nm torque, 4 speed auto transmission, AWD, full function traction control, Sunroof. View specs of the Hummer H3 (2009-2010)","Accessories Leather seats, electric seats, android headunit with Bluetooth, auto headlights, knockdown rear seats, roof rail, 6 x airbags, side steps, reverse cam","Description Rare collectable unit which turn heads on the road! Low ownership count, genuine low mileage. Road tax just renewed till 7 Jul 23! Lowest depreciation unit, priced to sell. Well maintained. All trade in welcome. All loan available. Hurry, call us now for a viewing and test drive today!","CategoryCOE Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
244,"$126,888","$23,310",02-Sep-2008,"98,585 km (6.8k /yr)","$1,815 /yr","$18,170","$33,377","1,998 cc","1,270 kg",2008,Manual,"$25,568","$12,480",165.0 kW (221 bhp),3,Sports Car,Features View specs of the Honda Civic,"Accessories Cusco Strut bar, ApiRR Suspension, Nardi steering, Skunk2 Intake Manifold, Hybrid Racing CAI and Short shifter, Nsx gear knob, BC Forged Rims","Description Good units are hard to come by, 3 owners low mileage, owners 4th car. Full Original Mugen Bodykit FD2R. We assure your trip here not wasted for this legend. No expense spared setting up this unit. Hurry book your viewing slot with us now before it's taken!","CategoryCOE Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
245,"$81,800","$13,670",16-Jun-2018,"66,129 km (13.8k /yr)",$508 /yr,"$35,350","$38,001","1,197 cc","1,325 kg",2018,Auto,"$20,452","$20,633",85.0 kW (113 bhp),1,SUV,"Features 1.2L, 4 cylinders 16 valves turbocharged engine, X-tronic CVT gearbox, ABS, SRS airbags, cruise control, keyless entry with start/stop. View specs of the Nissan Qashqai (2014-2020)","Accessories Navigation, upgraded audio system, reverse camera and sensors, front and back recording camera.",Description 1 owner! Facelifted model! Full service history with Tan Chong Motors Since Day 1! Immaculate condition! STA welcome! High trade in/loan available! View today!,CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
246,"$99,800","$18,090",23-Nov-2017,"99,000 km (18.5k /yr)",$740 /yr,"$43,407","$46,791","1,595 cc","1,430 kg",2017,Auto,"$31,301","$30,822",90.0 kW (120 bhp),1,Luxury Sedan,"Features High specification AMG line, fully stock with no modifications, sleek and stylish design. Economical 1.6L turbo engine with 7G-DCT. View specs of the Mercedes-Benz CLA-Class (2013-2019)",Accessories Mercedes multimedia interface audio entertainment system. Bluetooth. Parking sensor. Reverse camera. Rear aircon. AMG full package.,Description Awesome sport Grey AMG line edition CLA180 just arrived. Stock condition in well maintained condition. Only 1 owner. Nicely taken care. Powerful yet sporty AMG line unit. No gimmick. View to believe. Warranty inclusive upon purchase. 120 Checkpoint Checked by our Authorized workshop. Call us for viewing appointment now.,"CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
247,"$209,800","$33,710",07-Aug-2018,"43,000 km (9.3k /yr)","$1,792 /yr","$60,519","$32,809","2,493 cc","2,030 kg",2018,Auto,"$46,692","$57,369",134.0 kW (179 bhp),2,MPV,"Features Work Late? Call Us For An After Work Appointment, We'll Be Glad To Serve. Walk In Is Encouraged Too! Well Reputed Company To Buy Your Preowned.","Accessories Andriod Player With Reverse Camera. Multi-zone F/R AC. Ventilated Memory Seat. Auto Tailgate. Ambient Lights. Collision Alert, Lane Diversion.","Description New Facelift Model. STA Inspected, Low Mileage! Super Luxurious 7 Seater Superbly Maintained And No Repairs Needed! No Gimmicks, Hassle Free Loan And Insurance Processes. 24/7 Breakdown Recovery Service. We Welcome STA Or Pre Purchase Inspection. Reputable Company With Good Track Records For A Safe Purchase, Check Out Our Reviews Too! Call Now To View And Test Drive!","This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","PARF Car, Premium Ad Car, STA Evaluated Car, Low Mileage Car, Sgcarmart Warranty Cars",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
248,"$94,800","$14,210",28-Mar-2019,"70,600 km (17.7k /yr)","$1,210 /yr","$36,245","$37,620","1,998 cc","1,515 kg",2019,Auto,"$18,722","$18,722",121.0 kW (162 bhp),1,Luxury Sedan,"Features 2.0L DOHC SkyActiv-G engine, 162bhp, 6 speed automatic, ABS, airbags, i-stop, traction/cruise control, auto headlight/rain sensors, keyless start/stop View specs of the Mazda 6 Sedan (2018)","Accessories Paddle shifters, Carbon bodykit, Factory multimedia with Bluetooth & GPS, reverse camera & sensors, front electric seats, premium leather seats.","Description Bodt Kits.New road tax! 1 owner, decent mileage, well maintained, one of Mazda's most elegant model with its stylish bold curves on the outside, coupled with generous cabin space for families on the inside! Trade in welcome!",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
249,"$56,800","$18,340",18-Mar-2015,"78,123 km (9.7k /yr)","$1,194 /yr","$36,110","$68,668","1,984 cc","1,565 kg",2014,Auto,"$38,517","$40,924",132.0 kW (177 bhp),3,Luxury Sedan,Features Reliable 2.0L 4 Cylinder Inline TFSI Engine. Producing 177Bhp & 320Nm Of Torque. 8 Speed (A) Multitronic Transmission. 0-100Km 8.3s. 6 Airbage. FWD. View specs of the Audi A6 (2011-2018),Accessories Both Electric Seat With Driver Memory. Auto Tailgate. Keyless Entry & Start/Stop. Rear Aircon. Factory Player With Reverse Camera & Sensor.,Description Free 2 years warranty for engine & gearbox! Free 2 years servicing! Lowest mileage in market! Come with nice number plate! Why buy from us? We have more than 900 over reviews on facebook and Google. We are case trust accredited company. Sg carmart premium dealer. In-house package promotion. STA evaluation welcome. Kindly call our experience sales advisor for a non obligation discussion.,"This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","PARF Car, Low Mileage Car, Sgcarmart Warranty Cars",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
250,"$41,800","$20,360",14-Oct-2014,"92,800 km (11k /yr)",$740 /yr,"$21,361","$65,710","1,595 cc","1,430 kg",2014,Auto,"$27,318","$20,246",90.0 kW (120 bhp),1,Luxury Sedan,"Features Economical 1.6L,16V in-line Turbo charged Engine, Smooth 7 Speed DCT (A) gear box, paddle shifter, LED DRL, elect hand brakes, cruise control, ABS. View specs of the Mercedes-Benz CLA-Class (2013-2019)","Accessories Factory large screen Multimedia, Multi Steering control, Dual elect seats, premium leather, 18"" MB Alloy wheels, stylish, sleek family sedan.","Description Immaculate low milage, 1 Owner, C&C unit, C&C service/maintained, flawless sporty slate grey exterior, trendy black leather interior. A CLA that's worth viewing, call or Whatapps to secure a viewing appointment. In house/bank loan, quantum can be tailored. Act be4 this rare 1 owner is taken.","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
251,"$21,800","$12,300",13-Jan-2010,N.A.,$958 /yr,"$5,668","$15,988","1,499 cc","1,313 kg",2009,Auto,"$18,430","$18,430",80.0 kW (107 bhp),3,Mid-Sized Sedan,"Features Powerful And Fuel Efficient 1.5l MIVEC, 4 Cylinder 16 Valve DOHC MIVEC Engine, 107 Bhp, 4 Speed Auto Transmission, Digital Climatic Aircon Control. View specs of the Mitsubishi Lancer EX (2008-2017)","Accessories Sport Rims, Leather Seats, Factory Fitted Audio System, Keyless Entry/start, Multi Function Steering Control, Retractable Side Mirror Reverse Sensors.","Description High Trade In/ Loan Available, Facelift Model, Low Fuel Consumption, Very Well Maintained, Serviced At Reputable Workshop, Good For Short Term Driving, Price Negotiable, Please Call/WhatsApp Now To Arrange A Viewing Appointment.",CategoryCOE Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
252,"$95,500","$13,640",08-Jul-2019,"55,680 km (15k /yr)",$682 /yr,"$31,530","$27,000","1,496 cc","1,350 kg",2019,Auto,"$19,395","$19,395",79.0 kW (105 bhp),2,MPV,"Features Certified accident free. 3 years warranty from Toyota, 2 years warranty from Borneo Motor. 2 free servicing with them still available.","Accessories Keyless entry, push start button, leather seat, 2 x powered sliding doors, reverse camera, touchscreen infotainment system with GPS and CD player.","Description Discover the pre-owned Toyota Sienta 1.5 Elegance from Oneshift's Certified Cars for a reliable and economical MPV. All purchase includes a comprehensive detailed report, and warranty for major components. With low mileage and cheapest depreciation in the market, this Toyota Sienta Elegance is an excellent value. When you shop with Oneshift, you can buy a pre-owned car with confidence~!","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
253,"$55,800","$14,070",24-Nov-2016,"102,000 km (16.1k /yr)",$682 /yr,"$24,768","$52,668","1,496 cc","1,130 kg",2016,Auto,"$18,379","$8,379",97.0 kW (130 bhp),2,Mid-Sized Sedan,Features Fuel Efficient 16V DOHC 1.5L I-VTEC Engine. 7 Speed CVT Transmission. Keyless System. LED Headlights. ABS. Auto Retractable Mirrors. View specs of the Honda Shuttle (2015),Accessories Pioneer Double Din Player With Bluetooth Interface. Reverse Camera/sensors. Solar Films. Steering Wheel Controls. 16 Inch Sports Rims.,"Description $0 Down Payment With Low Monthly Available! Promo Interest Rates. We Are Sgcarmart Premium Dealer With 5 Stars Rating And Over 200 Positive Reviews! Buy With Confidence! Includes 1 Year Authorized Workshop Warranty. Practical 5 Seater With Huge Baby Pram Friendly Boot Space, Expandable With Fold-down Rear Seats. Trade In Up To 3k More. Call Us Today!",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
254,"$140,800","$30,580",09-Mar-2017,"99,140 km (16.4k /yr)","$1,792 /yr","$45,806","$50,621","2,493 cc","1,920 kg",2015,Auto,"$34,043","$39,661",134.0 kW (179 bhp),3,MPV,"Features Reliable 2.5L 4 cylinder 16 valve DOHC VVT-I Engine, Super CV-I Automatic Transmission, 8 Seater, Ambient Light, Auto sliding doors.","Accessories Upgraded 18"" sport rims! Touch screen head unit! Reverse camera! Front and rear sensor!",Description Under utilized by previous owner! In excellent condition for both exterior and interior! Original leather seats! Adjustable ambient light! Very spacious and comfortable vehicle! 100% accident free! Trade-in welcom! Flexible loan scheme available! Contact us for a test drive now!,"CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
255,"$99,800","$21,450",28-Jul-2016,"80,000 km (12k /yr)","$1,210 /yr","$55,732","$57,501","1,997 cc","1,615 kg",2016,Auto,"$45,870","$56,218",180.0 kW (241 bhp),3,Luxury Sedan,Features 2.0L TwinPower Turbo. Boosting 241bhp With 8 Speed Gearbox. Auto Start/stop. Gps Navigation System. Multi Drive Mood. View specs of the BMW 5 Series Sedan (2010-2017),"Accessories Navigation, Bluetooth, Comfort Access, Dual Electric Seats, PDC, Auto Boot Release, LED Headlamps, Reverse Camera.","Description JUST IN! Facelift Model With LED Display. Full 120 Points Inspection Done, No Repairs Needed, Accident Free! 6 Months Warranty With 1 Free Servicing Provided! High Trade In! Flexible In House And Bank Loan Interest From 2.78%. Visit Us At Our 1 Stop Privilege Building Today!",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
256,"$69,800","$17,160",10-Aug-2016,"102,000 km (15.4k /yr)",$740 /yr,"$33,277","$53,000","1,595 cc","1,425 kg",2016,Auto,"$26,179","$23,651",90.0 kW (120 bhp),2,Hatchback,"Features 1.6L 4 cylinder turbocharged 120bhp, 7G-DCT, paddle shifter, FWD, drive select, collision prevent & attention assist, cruise control, auto rain wiper. View specs of the Mercedes-Benz B-Class (2012-2019)","Accessories 16"" rims, keyless,parktronic, auto LED headlights, LED DRL, front electric seats with memory, climatic aircon, reverse camera, front and rear sensors.","Description New nice car plate number. Road tax till 02/2024. Cycle and carriage with low mileage unit! Stylish compact sports tourer where performance, space and comfort gels perfectly! Equipped with a fuel efficient and powerful 1.6l turbo engine! Spacious cabin for families! Knockdown rear seats provide large boot space for your luggages/golf bags! Contact to our friendly sales for more information now.",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
257,"$156,988","$17,690",24-Mar-2021,"25,600 km (12.8k /yr)","$1,194 /yr","$60,764","$47,001","1,984 cc","1,535 kg",2020,Auto,"$27,774","$30,884",140.0 kW (187 bhp),1,Luxury Sedan,"Features Skoda 2.0l DOHC Turbocharged Engine Paired To Award-winning 7 Speed Front Wheel Drivetrain, ABS, SRS Climatic Aircon View specs of the SKODA Superb (2018)","Accessories Leather Seat, Auto Rain/light Sensors, Auto Handbrake, Electric Seats, Push Start Button, Keyless Access And Many More!",Description $0 Down Payment At $2303 Per Month. Full Agent Warranty And Serviced History. High Loan Available With Lowest Interest Rates. Trade In Welcome,"CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
